,name,contents
674,안쥐,"안주
"
2733,안진배기-꼿,⇒몰고장
759,안캣머리,"비교적 포구 안에 자리잡고 있다고 해서 유래
"
6200,알,아래(下)
6346,알-가름,아래쪽 동네
6256,알-가름,아래쪽 동네
4933,알-대,아래에 있는 대
4607,알-아구리,⇒솔듸
1998,알-착,알짝
3680,알녁-거리,앞채
299,알리다,아프다.
859,알섯-네커리,"마을 서쪽에 있는 사거리라하여 불려진 이름 
"
1005,알정물,"아래에 있는 정물이라는 뜻
"
3679,암-방,⇒고팡
3678,암-치에,암키와
3677,암-톱철귀,암톨쩌귀
4606,암-톳,암퇘지
5346,암-패,새끼를 겹쳐 꼰 굵은 새끼
4785,암-핑애기,암병아리
1178,암피-여,"""암피
 는 암전복을 뜻함, 암피는 너럭바위에 붙어 있는 수가 많다.""
"
464,앗다,제거하다.
1072,앙강물,"경계를 이루는 물이라는 암곰물이 변형된 이름
"
1054,앙당수,"바다와 경계를 이루는 물이라 하여 붙여진 이름
"
1997,앙작,어린애가 울부 짖는것
5820,앙토-쟁이,미장이
463,앚이다,앉다.
6199,앞,남쪽(南)
1165,앞-걸,"마을 앞 쪽에 있는 도랑
"
6255,앞-바르,남쪽바다
5709,앞-섭,앞자락
6147,앞-세,이전. 앞서
1180,앞-톤-여,톤은 톤나다에서 유래 다르다의 뜻이다. 썰물은 동쪽에서 서쪽으로 흐르는데 앞톤여는 동쪽으로 흐른다 하여 붙여진 이름
1023,앞개물,"마을 앞에 자리잡았다 하여 붙여진 이름
"
1347,앞다지,"반닫이
"
1352,앞돌,"그물추
"
1014,앞펄,"앞쪽에 있는 펄 이름을 따서 붙여진 이름
"
3875,애,①창자. 내장(內臟). ②마음
11,애개,모자라다고 생각할 때 나오는 소리
5925,애기-씨,년
5819,애기-업게,애기 보는 아이
829,애기난-갯도,"냇가 입구에서 애기를 낳았다 하여 불려짐 
"
2879,애기땅지미,콩의 병이름
1164,애기산,"아기무덤
"
889,애기업게-돌,"돌모양이 애기업은 모습으로 생김
"
5325,애깃-구덕,애기를 재우는 대바구니
462,애끼다," 귀애하다, 소중히 여기다."
461,애돌이다,애닯아하다.
5924,애비,아비. 낮추어 업신여기는 말
1996,애삭,애석(哀惜)
3874,애욕,종기 속에 있는 된고름
2732,애펜-고장,#NAME?
1086,앵고무랑여물,"바닷가 주변의 여 이름을 따 지어진 이름
"
460,앵기다,잡히다.
6146,야-밤,야반(夜半)
5923,야-쟁이,풀무장이(冶)
3873,야가기,#NAME?
3872,야게기,⇒야가기
1995,야기,호강을 다 못하여 하는것
1994,야기염,#NAME?
5818,야기염-쟁이,먹이에 탐하여 다니는 사람
298,야드락지다," 자지러지다, 요란스럽다."
297,야리다,여리다.
1993,야메,암매매(暗賣買). 일본어 yami에서 온 것
1992,야빈닥,망녕된 행동. 요망스러운 짓
296,야속호다,성질이 잘다. 치밀하다.
6145,야적,#NAME?
6144,야척,⇒야적
1991,야펜,#NAME?
673,약괴,"네모 난 약과
"
5345,약도리,#NAME?
5324,약돌기,⇒약도리
1990,약속,귀엣말. 귀속
1988,양-끝갱이,#NAME?
6198,양-세,두 사이
10,양²,예. 윗 사람에게 묻는 경우
1003,양가수,"양씨가 판 샘물이라 하여 붙여진 이름
"
1989,양광,#NAME?
5660,양달량,양달령
6369,양도새,바람 방향이 바꾸어질 무렵 양쪽에서 오는 바람
1393,양애-굴-왓,양하가 많이 있던 밭
1987,양양게,⇒양광
1000,양재소물,"앞에 양재소가 있어 유래한 이름
"
5817,양제,양자
5070,양주머리,장기의 손잡이 나무
3871,양지,얼굴
5708,양지,⇒낭제
5707,양태,망건. 탕건 따위의 총칭
1986,얘펜,⇒야펜
1985,어거지,억지
3870,어걸,자궁(子宮) 탈출된 것
3867,어귀,어금니가 있는 부분
3866,어귀-뻬,어금니가 붙어있는 뻬(上下顎骨)
116,어그레," 얼른, 지체 없이"
4498,어금,#NAME?
4497,어금-조갱이,⇒어금
4410,어금-조재기,⇒어금
3869,어께,#NAME?
3868,어껭-이,⇒어께
1984,어니-보기,재수보기
115,어떠난,어째서
114,어떵,어떻게
113,어뜩호민,호쏠호민. 건뜻하면
4605,어럭-개,얼룩개
4604,어럭-돗,얼룩돼지
4603,어럭-쇠,#NAME?
4712,어럭돗,얼럭 돼지
4623,어럭쇠,얼럭소(斑牛)
4597,어레기,⇒어럭쇠
4409,어렝이,어렝놀래기. 황놀래
459,어르다,얼르다. ① 얼씬거리다. ② 일하는 곳을 돌아다니다. ③ 남녀가 서로 관계하다.
1983,어린-양,어리광
458,어린거리다,얼랑거리다. 얼렁거리다. 어른거리다.
1982,어림-성,어렴성
5816,어멍,어머니
112,어물쭈물,어물어물
5922,어버시,#NAME?
1981,어상바상,#NAME?
111,어서라," 어서, 얼른"
110,어숙어숙,주저주저
5815,어시,⇒어버시
6197,어염,#NAME?
457,어우러지다,넘어지다.
4496,어우셍이,⇒구셍이
3125,어욱,#NAME?
3124,어욱-삥이,새품
2731,어울,실과 속청
5344,어움,그물을 다는 테두리 나무
3123,어워기,⇒어욱
3122,어웍,⇒어욱
6254,어위,두메
5921,어으렝-이,이 빠진 사람의 별칭
1980,어이,#NAME?
9,어이," 여보게, 여봐라"
109,어잉간이," 엥간이=어지간이=어징간이. 어연간히, 대강, 괜찮게"
5323,어작선,고깃배
1979,어장바장,⇒어상바상
5814,어잭-이,⇒보잭이
295,어정쩡호다,얼떨떨하다.
294,어중간호다," 어중구랑호다. ① 몽종하다, 의심스럽다. ② 흐리멍덩하다."
5920,어중기,몽종한 사람. 못난이
293,어지렁호다,어지럽다.
4936,어질현-대,대각선(對角線)으로 붙인 연대
5919,억-배기,얽음뱅이. 곰보
1978,억담,억지말
5813,억대-장군,굴때장군
5812,억지-다리,억지꾸러기
6368,언-비,찬비
6143,언-처냑,⇒언-처냑
1977,언강,남을 달래는 말
3865,언딘-피,선지
1611,언매,⇒선매
672,언물,"찬물
"
3121,언주에,어저귀
5918,얼-광대,어릿광대. 미치광이
5811,얼-애,어린애
292,얼다,을다. 춥다.
1976,얼랑쉬,아첨
5343,얼럭지,#NAME?
5322,얼레기,⇒얼럭지
5342,얼렝이,어린애를 업는 끈
3120,얼루레비-낭,덜꿩나무
1337,얼루레비낭,덜꿩나무
456,얼리다," 얼다, 엉기다."
5321,얼멩이,어레미
5023,얼음-치기,얼음지치기
5917,얼청-이,#NAME?
5810,얼쳉-이,⇒얼청-이
6253,얼케,돌과 가시덤불이 얼크러진 곳
6252,얼크레기,돌이 울퉁불퉁한 곳
3864,엄,어금니(牙)
3119,엄-낭,황칠나무
3676,엄-막,움막
5916,엄매,엄마
5809,엄살-동이,엄살 잘하는 사람
5341,엄살-밀이,창문에 쇠시리를 만드는 대패
5915,엄지,⇒어버시
1975,엄창큰-소리,부림때. 엄청한 소리
1974,엄피,엄포
5808,업게,어린애를 업어주는 사람
455,업지다,업히다.
291,엇다,웃다. 없다.
2671,엉,⇒바우
290,엉기다," 성기다, 설피다."
5659,엉긴-베,거베
6251,엉덕,바위 기슭
2670,엉덕,⇒바우
719,엉덕-물,"바윗굴 속에 고인 물
"
1145,엉덕물,"바위그늘 밑에서 난다 하여 붙여진 이름
"
3863,엉둥-머리,#NAME?
3862,엉둥-이,⇒엉둥머리
3861,엉둥-페기,엉덩판
1120,엉물,"바위그늘 속에 있는듯 하여 붙여진 이름
"
1034,엉앞물,"바위그늘 앞 바닷가에 있다 하여 붙여진 이름
"
1424,엉장매-코지,암석이 험하다 하여 붙여진 이름
5914,에-똘,#NAME?
5801,에-새끼,#NAME?
8,에게,이끼. 생각하는 바와 달랐을 때 이거 머냐는 뜻을 나타내는 말
1973,에누리,외누리
5807,에미,어미. 낮추어 업신여기는 말
1972,에밀무지,함흥차사(咸興差使)
5802,에비-똘,부녀(父女)
5806,에비-아돌,부자(父子)
2730,에영지,⇒앵두
3118,에영지-낭,⇒앵두낭
1971,에움,⇒바위
1970,엑,액(厄)
4861,엑-막이,액(厄)을 막고 집안의 평안을 비는 무당 행사
289,엑호다," 억울하다, 분하다."
5805,엔-년," =똘-님. 따님
"
2729,엥도,⇒앵두
6250,여,=여울. 암초(暗礁). 물위에 나타난 암초(岩礁)
1969,여,#NAME?
1967,여-나라,#NAME?
1966,여-놈,#NAME?
1965,여-베,#NAME?
1968,여고,(古) 예고
3117,여뀌,연(蓮)
5340,여끼,⇒도치
1610,여나문,열아문
1609,여답,여덟
6297,여답-물,담-물. 일곱물 다음날 조수
288,여데다,같다.
1419,여드렛당,8일째 찾아가는 당
2728,여름,#NAME?
4860,여리-불법,석가여래 불법(如來佛法)
2727,여물,⇒쏙
1964,여산,예산
6299,여섯-물,섯-물. 다섯물 다음날 조수
1963,여수,예수
1608,여쉰,#NAME?
4596,여습,소의 여섯 살
4745,여습,소의 여섯 살
4679,여습,육수매(여습)
4595,여습-부룽이,여섯 살된 수소
4594,여습-쇠,여섯 살된 소
4593,여시,#NAME?
6249,여울,⇒여
793,여이-물,"여우가 나타났던 옆에서 솟는 물
"
3675,여채,여유 있는 집. 남은 집
4592,여히,⇒여시
3860,역-징,⇒구역정
4859,역가,무당 제사 때 신에게 바치는 물건. 곧 쌀. 돈. 피륙들
287,역다,욕다. ① 약다. ②나이를 먹다.
108,역부로,역불. 일부러
1962,역시,역사(役事)
5800,역은-아기,#NAME?
5019,연 올리기,연날리기
1960,연-거리,⇒연갑
4935,연-걸릴락,⇒삿
5022,연-대,연을 만드는 데에 쓰는 대
5706,연-반물,연한 반물
5357,연-술,연줄
4931,연-타발,연줄 끊기 경기
1961,연갑,=연거리. (年甲). 연배(年輩)
5320,연갑,문갑(文匣)
1959,연뒤,연대(烟台)
3116,연박폭초,솜방망이
4932,연술,연줄
1083,연제-골,"제비가 알을 품은 형상의 지형
"
1195,연찻물,"부정한 것을 씻어내리는 물
"
2669,연철,연(鉛)
1958,연통,연락(連絡)
4676,열,십수매(열릅)
1957,열,몸을 부리는 재주(術)
3115,열-낭,#NAME?
3114,열-대,⇒열낭
6295,열-물,아홉물 다음날 조수
3113,열-씨,삼씨
6294,열서-물,열두물 다음날 조수인데. 북부의 말이다. 남부에서는 ‘아끈조기’라고 함
1956,열헹,(行) 갈행
4591,염-송애기,#NAME?
4590,염-쇠,⇒염송애기
5018,염낙,침술의 한가지
5339,염발,살쩍밀이
902,염통오름,"사람 가슴 안의 심장 형국이라 하여 유래
"
3674,엽문,협문(夾門)
6142,엿-날,옛날
3673,엿-돌,#NAME?
6141,엿-적,옛적
107,영," 이영. 이리, 이렇게"
106,영낙읏이,틀림없이
4858,영등-굿,=영등제. 영등신을 보내기 위하여 음력2월 13일부터 15일까지 행하는 무당 제사
4857,영등-대,영등굿에 쓰는 긴 장대
6140,영등-돌,음력2월(二月)
4854,영등-할망,⇒영등신
1091,영등물,"영등할망의 이름에서 유래된 이름
"
4856,영등신,#NAME?
4855,영등제,⇒영등굿
3859,영장,송장
105,영정,이영저영. 이리저리
104,영판,아주
3858,옆-갈리,옆구리
1955,예,⇒여
1954,예-나라,⇒여나라
1953,예-놈,⇒여놈
3112,예-반초,⇒개반초
1952,예-베,⇒여베
7,예게,예예. '예'를 강조하는 경우
1951,예상,예사. 보통
1950,예숙,①수수께끼. ②존대
1949,예숙-물릴낙,#NAME?
1948,예숙-쐬길낙,⇒예숙물릴낙
1947,예숙-저낄낙,⇒예숙물릭낙
1606,예쉰,⇒여쉰
1607,예슬곱,#NAME?
5804,예식,딸(女息)
1605,예실곱,⇒예슬곱
6139,예실뢰,예이레(6.7日)
5319,예쟁이,①거적. ②오쟁이
3672,예젱이-문,거적문
1117,예지물,"근처에 여자(예지)신이 지키는 당이 있다 하여 붙여진 이름
"
5803,예청,여편네. ‘여정(女丁)’에서 온 것. 여정>예정>예청
5799,예청네,아낙네
4175,예펜,여편네. 부인(婦人)
671,옛,"엿
"
103,오고생이,고스란히
1946,오그랭이,꼬부랑이
6138,오놀,오늘
1945,오돌또기,제주도 민요 이름. ‘오돌또기’는 가상적 남자
3111,오디,이삭의 곁가지
751,오따니여,"가마우지가 많이 몰려있는 암초
"
4853,오라-사슬,오라와 쇠사슬
4173,오라방,오빠
4174,오라비-님,오라버님
4978,오랑,#NAME?
5069,오량,⇒오랑
6248,오롬,산의 작은 것
6247,오릇,올려받이
4977,오리목,밭갈 때 성에 끝에 달아 장기를 끄는 데에 쓰는 물건
670,오매기,"술오매기
"
286,오모록호다,우무룩호다. 오목하다<우묵하다.
3857,오몰좃,우멍거지
1944,오몽,움직여 다님. 일함
4408,오분재기,⇒바르
4784,오빰,올빼미. 부엉이
3110,오빰-제완지,#NAME?
3109,오빰-제환지,⇒오빰제완지
5705,오선-갑,갑옷의 한 가지
5704,오소리-감티,오소리 가죽
285,오슬오슬호다," 시루떡 따위가 부스러지지 않고 옹골차다, 잔 것이 싱싱하다."
6137,오유월,오뉴월(5.6月)
4930,오제미,닥공기
3856,오좀,오줌
4172,오좀-쌔기,오줌싸기
1943,오좀-정갱이,오줌버캐
4495,오징에,오징어
284,오짝호다,오쪽호다. 오똑하다.
3108,오창영,귀박쥐나물
4407,오토미,⇒셍성2
4494,오톰,⇒셍성2
4406,오톰-셍성,⇒셍성2
997,옥빰물,올빼미가 밤마다 운다 하여 붙여진 이름
4852,옥사장,저승에서 옥사(獄事)를 맡은 신
5658,옥영목,옥양목(玉洋木)
5338,옥재기,두 홉 들이 되
5657,올,흩실
5318,올-배,실 새끼
6136,올-희,올해
3671,올래,집으로 들어가는 길. 오래(門)
5017,올래,⇒굴메
864,올래-동산,"집 앞에 있는 동산
"
1188,올래직이,"정주목신.  기둥직이라고도 함
"
4783,올랭이,#NAME?
736,올랭이-통,"물이 고이는 늪지대
"
1942,올례-친심,혼례식의 한가지
454,올르다,오르다.
4782,올리,⇒올랭이
6246,올목,골목
6,옵서,오다
4265,옷벗은-돌뱅이," =집읏은-돌뱅이. 민달팽이
"
669,옷짓,"옷깃
"
1941,옹-고집,마음이 좁고 고집한것
6245,옹댕이,웅덩이
283,옹색호다," 돈이 없어 곤란하다, 거래가 막히다, 자리가 좁다."
5337,옹지리,옹솥
3107,옻칠-낭,#NAME?
1422,와-굴,기와를 구웠던 굴
3669,와-채,기와집
3670,와그래,커다란 건물
282,와락와락호다,우락우락호다. 따끈따끈하다<뜨끈뜨끈하다.
281,와랑와랑호다,불이 세게 일어나는 꼴의 흉내말.
6244,와살,제주도 북부에서는 음력 매달4일부터 11일까지와 29일부터 다음달6일까지의 조수. 남부에서는 3일부터 10일까지와 28일부터 다음날 5일까지의 조수
102,와싹,햇볕이 강하게 쬐는 꼴
1940,와장판,난장판. 수라장
4781,왁-새,새 이름. 밤에 왁왁 울며 날아다님
280,왁왁침침호다,어두침침하다.
279,왁왁호다,컴컴하다.
4171,왈캐기,왈패. 왈자
3106,왕-소새,⇒가마귀지장
4348,왕-재열,#NAME?
4264,왕-잴,⇒왕재열
1939,왕대-몰,죽마(竹馬)
1938,왕래,노자(路資)
756,왕모살냇기,"큰 모래가  많은 해변
"
976,왕뫼,"왕뫼
"
278,왕왕호다,소리가 시끄럽다.
1937,왕천대금,큰돈
3510,왜-삼매,흰 증편
5317,왜-수지,헌 신문지(倭休紙)
890,왜-통,"기와를 구워 만들었던 곳
"
1277,왜낭-모루,"큰나무가 누워있는 모양의 동산 
"
3668,외,#NAME?
4703,외-갈리,가슴뼈를 뺀 다른 쪽 갈비
4589,외-갈리,#NAME?
1936,외-곳,외곬
5068,외-굿,외 구덩이
5139,외-굿,오이 구덩이
2725,외-동지,오이 꽃맺이
3667,외-막,원두막
3855,외-발,한쪽 발
4347,외-부구리,황색 진드기
4170,외고집-다리,자기 뜻만을 고집하여 융통성이 없는 사람
2726,외골-밤,외톨밤. 회오리밤
5796,외눈-백이,#NAME?
4169,외눈-백이,애꾸눈이
5336,외대-바지,#NAME?
5316,외대-선,⇒외대바지
6243,외리,(外里). 딴 마을
5443,외말-떼기,한 말 들이 솥
5225,외말-떼기,한 말 들이 솥
6242,외방,객지(客地). 딴마을 (外方)
1935,외엿리,(李) 오얏리
2724,외영뒤,⇒앵두
3105,외영뒤-낭,⇒앵두낭
4851,외조-외펜,(外祖 外便). 외가편의 조상과 일가
827,외진-모루,"군사의 외진치고 있는 모습의 동산
"
4168,외팔-동이,외팔이
4167,왼-자취,왼손잡이
1625,요-디,요기
5224,요-팡석,방석
5315,요랑,무당이 쓰는 요령(搖鈴)
4166,요망-다리,요망스러운 사람을 얕잡은 말
277,요망지다,똑똑하다.
6193,요분대기,#NAME?
4165,요인-쟁이,뚜장이
3854,욕디기,⇒구역정
4147,욕은-아기,아주 이악한 사람
449,욜다,열다.
4164,용-다리,⇒문딩이
1934,용개,용두질
3853,용다리-빙,문둥병
4976,용시,농사
1933,용심,성나는 것
453,용심나다,성나다.
452,용심내다,성내다.
6195,우-알,위와 아래(上下)
1927,우-착,윗짝
6345,우-카름,웃-가름 위쪽 동네
6241,우-카름,#NAME?
5314,우굼,밥주걱
6196,우녁,위쪽
3666,우녁-거리,뒤채
3665,우녁-집,뒷집
1932,우던,따위. 무리. 겨레붙이(等)
4493,우럭,바다 고기이름. 빛은 붉고 머리와 입이 큼. 일본어 gasaggo
3664,우레-안,울타리 안
6135,우리전,일전
2723,우린-감,#NAME?
4588,우매,#NAME?
3104,우미,우뭇가사리
3103,우박,⇒녹낭
4182,우방,우웡
6134,우세,나쁜 날씨
1931,우세,#NAME?
1930,우스리,#NAME?
4163,우시,들러리
1929,우시게,웃음거리. 농담
276,우싹호다,바늘로 찌르는 듯한 느낌이 있다.
3663,우영,#NAME?
3662,우잣-담,전곡(돌로 두른 것)
668,우장,"비올때 둘러쓰는 것
"
1928,우전,#NAME?
3852,우치,어깨 넓이
275,우터호다,위험하다.
667,우투,"외투
"
666,우티,"웃옷
"
1926,운가,⇒우전
4162,운상-군,상군
3661,울-담,울타리 두른 담
3660,울-성,울타리 성
854,움통-밧,"지형이 움푹 들어가 있어 불려진 이름
"
6240,웃-가름,⇒우카름
6239,웃-드르,산간지대
3851,웃-하늘,입천장. 이붕. 입 하늘
858,웃뒷빌레-못,"못을 파서 우마에게 물을 먹이던 못
"
4161,웃드릇-놈,산간지대에 사는 사람
1069,웃수,"고망물 위에 있는 소(沼)라 하여 붙여진 이름
"
1006,웃정물,"우마가 들어가지 못하게 정을 놓은데서 유래한 이름
"
1410,웃통개,"제주항아리중중 가장 기본이 되는 것
"
1925,원,제언(堤堰)
4850,원-수룩,부처님께 자식을 달라고 비는 것
1044,원개물,"샘의 모양이 둥그런 원형이라 하여 붙여진 이름
"
4587,원셍이,원숭이
4849,원천강,하늘에서 내린 것이라는 말
101,원체," 본디, 원래."
3506,월미,원미(영위 앞에 올리는 죽)
4405,웽이,흑돔
3659,위영,⇒우영
2878,유,들깨
3505,유-지름,들깨 기름
977,유건에오름,"유생이 쓰는 유건의 모양처럼 생겼다 하여 유래한 이름
"
1924,유레기,⇒말구래기
2722,유룸,⇒고냉이똥
3102,유룸-줄,#NAME?
3658,유리-영창,유리 채광창
4584,유마,총이 검고 네 다리에 흰털이 있는 갈색말(褐色馬)
4675,유마,갈색 말(총은 검음)
2721,유어름,⇒유룸
3101,유어름-줄,⇒유룸줄
2801,유우레기,겉대
4160,유우리,고아(孤兒). 편친(偏親) 밑에 있는 아이
2720,유지,유자(柚子)
3100,유지-낭,유자나무
718,유지남-우영,"유자나무가 있던 밭
"
4159,육지-문딩이,육짓놈
5223,육철포,육혈포(六穴砲)
3099,윤노리,#NAME?
939,윤드리오름,"넓은 들에 누워있는 오름이라 하나 어원이 확실치 않음
"
5313,윤디,인두
3098,윤유리,⇒윤노리
6367,으남,#NAME?
6366,으네,⇒으남
1923,으논,#NAME?
100,으레," 의례히, 말할 것 없이."
4158,으른,어른
4157,으원,#NAME?
1922,으지,#NAME?
1921,으지-암지,사람 사이에 서로 의지되는 것
2719,은동-고장,#NAME?
3097,은동-줄,#NAME?
1920,은뜸,으뜸(覇)
4492,은에,은어(銀魚)
3504,은절미,모밀로 만든 네모난 떡
4156,음-골,탐음가(貪淫家)
4780,응취,#NAME?
4155,의-똘,⇒에똘
4154,의-새끼,⇒에새끼
1624,이-거,이것
1621,이-디,여기
1918,이견,의견(意見)
1919,이께언,=입게언. (焉). 이끼언( 哉 . 也도 마찬가지임)
4153,이녁,아내가 남편에 대한 호칭
1917,이녁-거,내것
1623,이녁1,#NAME?
1622,이녁2,#NAME?
1916,이논,⇒으논
959,이달오름,"두개의 산(달))이 있다 하여 유래
"
1001,이당장물,"당장 직함을 가진 이씨가 팠다 하여 유래한 이름
"
99,이디저디,여기저기.
274,이뜩호다,착하다.
4975,이렁,⇒고지
98,이레저레,이리저리.
4152,이리-동셍,#NAME?
6133,이만-때,이맘 때
3850,이망-생이," =이멍-생이. ‘이마’를 얕잡은 말
"
3849,이멍-생이,⇒이망생이
3848,이멩-이,#NAME?
1915,이몽지몽,⇒아망조망
1914,이무,의무(義務)
1913,이문,의문(疑問)
3657,이문,뜰 앞에 있는 대문
3656,이문-간,대문이 달린 간 또는 대문이 달린 작은집
665,이불요,"이불자리. 이부자리
"
664,이불자리,"이불요
"
663,이불포,"이불 보자기, 이불잇
"
273,이뿌정호다,이쁘다.
4151,이사,의사(醫師)
2877,이석,밭에 떨어진 곡식
4742,이수-매,두 살된 말
4581,이수-매,두 살된 말
937,이승이오름,"삵(슥)처럼 생겼다 하여 유래
"
97,이시커니," 이식이, 한참동안."
1912,이심,의심(疑t心)
6194,이염,⇒어염
4150,이원,⇒으원
1910,이정,사리를 바로 판단하는 것
1911,이지,⇒으지
95,이초록,이처럼.
96,이칙," 인칙, 일찍, 아까."
6132,이틀-날,이튿날
1909,이향,의향(意向)
451,익다,읽다.
1908,인-기적,⇒그적
3095,인-반초,⇒개반초
3096,인동-줄,⇒은동줄
1907,인비역,노동력
1906,인사리,외로움의 벗이 되는 것
1905,인세,인사(人事)
1904,인싱,인생(人生)
4848,인왕-보살,(人皇菩薩). 세 번째의 보살
4847,인왕-불도,(人皇佛道) 불교
2582,일-수,일 재주
1902,일-썽,일하는 솜씨
1901,일-쏙,#NAME?
1900,일-쏙네,⇒일쏙
1898,일-쿰,일삯
4149,일가-방상,⇒괸당
1604,일고-여답,일여덟
4678,일곱,칠수매(이릅)
4744,일곱,소의 일곱 살
4580,일곱,소의 일곱 살
6298,일곱-물,여섯물 다음날 조수
4579,일곱-부사리,일곱 살된 불 아니 깐 수소
4578,일곱-쇠,①일곱 살된 소. ②일곱마리 소
4148,일곱돌-뒹이,일곱달만에 난 사람
6131,일뢰,#NAME?
6130,일룃-날,⇒일뢰
4701,일룬,허리뼈 부분. (제일 하위)
1903,일름,#NAME?
3094,일본-반치,칸나
1241,일본고치낭,구기자나무
1899,일전,이전(以前)
2538,일쿰,품삯
1897,일홈,⇒일름
1896,일후,이후(以後)
4577,일희,이리(狼)
3847,임댕이,⇒이멩이
1895,임제,임자
3846,입-개미,입아귀
1893,입-다심,⇒입노림
1892,입-메,입매
3845,입-바위,입술
3844,입-보리,#NAME?
3843,입-부리,⇒입보리
1891,입-싸홈,악다구니
1890,입-여께,남의 비평
1888,입-절림,말다툼
1887,입-허쥐,#NAME?
1894,입게언,⇒이께언
4846,입담,병이나 재앙을 제거하기 위하여 잡귀를 쫓을 때 하는 말
1889,입장,성관(成冠)
3655,입쟁이,문설주
450,입지다,입히다.
3093,입초,엽초. 담배
94,잇당," 있다가, 이따금."
1886,잉겅,⇒불잉걸이
1885,잉겡-이,⇒불잉걸이
5656,잉엣-대,잉앗대
3092,잎-상귀,⇒섶
3654,장-팡,#NAME?
