,name,contents
5424,바구리,바구니(종이 바른것)
967,바굼지오름,"박쥐(바구미)의 형태를 하였다 하여 유래
"
3397,바농,바늘
5423,바농-상지,바느질 그릇
2218,바농-질,바느질
909,바농오름,"가시덤불이 엉클어진 수풀이 있어 연유
"
5883,바농질-바치,바농질-아치. 난침모
5989,바농질-아치,⇒바농질 바치
4801,바닥-생이,바다새
6290,바당,바다
2217,바독,#NAME?
2216,바두,⇒바독
2215,바드랑이,물건을 받아 지탱하는 장대
147,바락,바락이. 갑자기 성내는 꼴. 한번에 많이 힘차게 넣거나 얻어 들이는 꼴
5089,바량-밭,쉬우는 밭. 짓밝은 밭
2908,바량-콩,녹비(綠肥)로 심은 콩
3396,바레기,달구지. 마차. 일본어baliggi(馬力)에서 온것
6289,바르,뭍 가까운 바다
4428,바르,#NAME?
2214,바르-찹이,바다에서 조개. 게 따위를 잡는 일
2213,바르칠,배로 고기를 잡는 일
1158,바른물,"앞에서 물이 난다 하여 붙여진 이름
"
5422,바릇-베,낚시질 하는 배
1433,바릇허벅,"남자들이 지고 다니던 물동이. 맞춤허벅임
"
3395,바솜,쇠그릇을 만드는데에 쓰는 골(鑄型)
2684,바우,#NAME?
6288,바우,언덕(岸)
979,바우오름,"바위가 많이 드러난 봉우리에서 바위가 바우로 변형되 유래한 이름
"
5421,바작,바자(芭子)
5740,바짓-가달,바짓가랑이
3394,바툼-낭,#NAME?
5420,바튐-낭,⇒바툼낭
3393,박-새기,나무바가지
5417,박-자귀,박을 팔 때 쓰는 자귀
3243,박-쿨,⇒꼼치
3244,박달-낭,참꽃나무
530,박아지다,앞으로 쓰러지다.
529,박접호다,박대하다.
3391,박주-산,박쥐우산
3730,밖-거리,말 외양간
4944,반-공쟁이,⇒덧머리
724,반-못,"가뭄이 들어도 마르지 않은 물
"
5416,반-솥,중솥
2209,반-지기,상반(相半)
2208,반-착,반절. 반짝
3962,반-페기,반백머리(半白)
146,반도시,반드시
3242,반두어리,후박나무
1365,반두어리,후박나무
2212,반작,반타작. 수나이
2211,반제,반자(半字). 약자(略字). 시울
348,반조롱호다,반주롱호다. 단정하다. 깨끗하다. 아무 것도 없다.
2210,반종,트기. 잡종(半種)
3528,반지기-밥,쌀과 잡곡을 반반 섞은 밥
528,반지다," 기뻐하다, 좋아하다."
3241,반초,#NAME?
3240,반치,⇒반초
3961,발-거림,발자개미. 발샅
3960,발-뒤치기,#NAME?
2207,발-모돔,모다깃매
2206,발-쎄,발씨
3959,발-치기,⇒발뒤치기
3812,발-콥,발톱
3958,발-콥,발톱. 굽
4673,발-통,굽(蹄)
2441,발그뭇,발금. 발자국
526,발루다²,"  =발리우다. 겨누다, 벼르다."
527,발루다¹,바르게 하다.
525,발르다,바르다
2561,발창,발 마닥
4362,밤버리,⇒물새
3390,밥-되,식되
5418,밥-박새기,목대접
3527,밥-방울,밥 알
3525,밥-숟가락,#NAME?
5415,밥-자,나무 주걱
3524,밥-적,⇒밥숟가락
3389,밥-차롱,⇒동고량
5882,밥-체시,밥통
5988,밥-충,밥빼기
3523,밥-티,음식에 들어있는 밥알
4361,밥게2,#NAME?
3526,밥솥읫-물,#NAME?
4371,밥주리,⇒물새
3729,밧-자리,바깥채
5030,방,바둑 또는 장기의 구멍
2205,방,댁(宅). 친정 동네이름 밑에 붙여 쓰는 말. 여자를 가르킬때 씀
5739,방-긋,방갓
6161,방-낮,#NAME?
5881,방답,⇒괸당
2204,방돌락-이,동그라미
2203,방둥이,#NAME?
2202,방뒤,⇒방둥이
5987,방상,⇒방답
5880,방세임,아가씨
2201,방쉬,①악신을 쫓기위하여 음식과 물건을 집 밖에 버리는 무속의 한가지. ②귀신에 의탁하여 소원을 이루려는 미신행위의 한가지
3522,방시리-떡,부럼떡
933,방애오름,"방아(방애)모양을 닮았다 하여 유래
"
5414,방에,=뱅이(baeng-i). 방아. 절구
5412,방엣-귀,#NAME?
3386,방올,방울
2907,방울,알(粒)
2200,방장,①방자(詛呪). ②방정(경망한 언행.)
4514,방장-물꾸럭,거미불가사리
4999,밭-갊,밭갈이
5148,밭-갊,밭갈이
5234,밭-고량,밭고랑
5085,밭-벙에,벽밥덩이
6259,밭-시둑,밭두둑
5088,밭-역시,밭 역사
4998,밭-이렁,⇒고지
5087,밭-파니,⇒고지
4672,밭갈-쇠,밭갈이. 소
941,밭돌오름,"돌이 많은 오름이나 안돌오름과 구별하기 위해 붙여진 이름
"
5411,배,굵은 새끼
1193,배-드린-개,"선박들이 정박하고 배를 매는 포구
"
4943,배-뛸락,줄넘기
6207,배꼍,⇒바꼍
1076,배등개물,"포구에서 출어하는 배들이 이 샘에서 물을 길어간데서 유래한 이름
"
524,배래다,#NAME?
145,배량," 그덧, 그다지 흔히"
523,배려보다,바라보다.
1301,배부레기,갯메꽃
3226,배채기2,#NAME?
1020,배탕개물,"근처에 배탕개란 지명이 있어 붙여진 이름
"
906,백약이오름,"백가지 약초가 난다 하여 유래함
"
1397,밴-밭,비가 오면 물이 고여(배여)있는 밭
1048,뱀주리,"""고려말 
 묵호의 난
 을 진압하기위하여 고려 군사들이 
 범섬
 으로 도망간 
 목호
 들을 진압하기 위해 이곳에서부터 
 범섬
 까지 뗏목을 이었다고 하여 불려진 이름""
"
5675,뱅고리,가락
5408,뱅이,⇒방에
3382,뱅이-혹,#NAME?
3727,뱅이-황,빵집
5407,뱅잇-귀,⇒방엣귀
3381,버국,부표(浮標)
347,버근호다," 버긋하다, 버름하다."
2199,버금,다음
1166,버난지,"파도에 의해 뿌리째 뽑힌 미역
"
3239,버두-낭,버들나무
1300,버들개지,갯버들
1298,버듸낭,갯버들
6381,버렁,볕이 쬐고 바람이 부는것
3238,버레-낭,물참나무
4360,버렝이1,#NAME?
4370,버렝이2,#NAME?
2196,버르장-머리,⇒버르장 모리
2198,버르장-모리," =버르쟁이 =버르장머리. ‘버릇’을 얕잡은 말
"
2197,버르쟁-이,⇒버르장 모리
4942,버리,연뿌리줄
2195,버리-체,생계를 위하여 일을 버리는 것
522,버물다,더러워지다.
346,버물다,더러워지다.
521,버물이다,더럽게 하다.
5986,버버리,⇒말모래기
5879,버부와리,⇒버버리
1108,버서진-임댕이,"벗겨진 이마의 뜻으로 민둥 동산
"
3237,버섭,#NAME?
3236,버습,⇒버섭
3235,버슷,⇒버섭
4997,버을레,장기의 성애와 그 아랫나무를 고정시키기 위하여 세로 지른 나무
5674,버을레,날을 끼는 삼각추(三角錐) 모양의 것. 비경이
520,버이다,베다
144,버젓이,대답스럽게
3957,버줌,버짐
345,버치다,버겁다.
5406,버텅,나무를 버티어 걸어놓은 형기(刑器)의 한가지
143,벅석,혼짝. 흠뻑
3380,번-자귀,보통 자귀
905,번널오름,"널빤지를 벌여놓은듯한 모양에서 유래
"
6287,번데기,펀더기(平原)
142,번뜩,"펀뜩. 번쩍(불이 비치는 꼴)
"
805,번제-드르,"동네사람들이 추렴하여 나누어주는 곳이라하여 붙여진 이름
"
344,번지르르호다,번질번질하다.
5086,번혼-밭,흰 그루
519,벋다,뻗다.
4359,벌-좃,살(蜂針)
518,벌러지다,깨지다.
1059,벌러진-밧,"벼락맞아 밭이 갈라져서 붙여진 이름
"
3234,벌레-낭,#NAME?
517,벌르다,깨다. 쪼개다.
3726,벌름,방앗간
5738,벌립,#NAME?
2194,벌역,벌로 하는 일 (罰役)
2193,벌적,몸부림. 베정적
5985,범-헤치,범 해에 난 사람 범띠(寅年生)
2192,범세,무릇(凡)
2191,범셋거,모든 것
2190,범셋일,모든 일
1670,범헤치,범띠(寅年生)
2189,법장률,(律) 법칙률
6286,벗어진-동산,민둥산
5737,벙것,⇒벌립
5736,벙긋,⇒벌립
4996,벙뎅이,#NAME?
5084,벙에,⇒벙뎅이
1179,벙에,"흙덩이, 볏밭
"
5673,베,⇒마페
5405,베,배(船)
2188,베,배(倍)
5797,베,배(腹)
3127,베,배
3233,베-낭,배나무
3377,베-못,배목
3956,베-봉탱이,배불뚝이
5735,베-부레기,두렁이
4671,베-아락쇠,#NAME?
4670,베-아래기,배어루러기
3953,베-야쟁이,베-야지=벳-다지=벳-부기. 배때기. 배퉁이
3952,베-야지,⇒베야쟁이
4669,베-어럭쇠,⇒베아락쇠
3375,베-창,배밑(船底)
3951,베-창지,배창자
5176,베-클,베틀
5671,베-클,베틀
3379,베게,베게
5404,베겟-거죽,베갯잇
3378,베겟-모매기,베갯모
4427,베기,#NAME?
516,베기다," 우기다, 고집하다."
6285,베늘,강이나 바닷가의 언덕지대
343,베다,무겁다.
918,베두리오름,"오름머리 남쪽에 별무리처럼 바위가 모여있다 하여 연유함
"
6380,베락,벼락
1427,베락-동산,벼락이 떨어졌던 데서 붙여진 이름
778,베락-마진-소,"베락-마진-소
"
141,베량," 별로, 그다지"
4369,베렝이,⇒버렝이
4358,베록,벼룩
2187,베록-좀,노루잠
5403,베리,벼루
1099,베리-왓,"지형이 벼루처럼 생긴 밭
"
917,베리오름,"오름의 바닷가쪽에 벼랑(베리)이 있다 하여 연유한 이름
"
4513,베말,아기삿갓조개. 돌에 붙어있는 삿갓모양의 조개
3955,베설,#NAME?
3232,베설,고갱이
5402,베설-대,굴대
2186,베설-토막,성난 마음을 얕잡은 말
2183,베솔,⇒베슬
3376,베수기,⇒남죽
5401,베술기,⇒베수기
2185,베슬,#NAME?
2184,베실,⇒베슬
3954,베안엣-빙신,#NAME?
5734,베알,저고리 소매 아래에 붙이는 헝겊
4368,베염,뱀
3230,베염-고사리,#NAME?
2753,베염-고장,#NAME?
3229,베염-유리,풀 이름. 잎은 우상복엽(羽狀複葉)에 깊은 톱날이 있고 꽃은 총상화서(總狀花序)황색이며 봄에 핌
3228,베염-탈,⇒게염지탈
5878,베염-헤치,뱀 해에 난 사람. 뱀띠(巳年生)
1348,베염푸기,비목나무
1679,베염헤치,뱀띠(巳年生)
5672,베영-대,도토마리에 날을 감을때 넣는 대
515,베우다,보이다.
4426,베이기,⇒베기
140,베잭이,가리운 것 없이 나타나게
342,베지근호다,기름맛이 있다.
1760,베창,배 밑창
3227,베채기1,별꽃
1303,베체기,질경이
4512,베체기,거북손
2807,베치,⇒노물2
6284,베케,낭떠러지. 절벽
1739,베코지,배 앞 끝
1615,벡,백(百)
3949,벡-다강이,하얀머리(白頭)
4668,벡-돗,흰돼지
6160,벡-봄,백춘(白春). 궁춘(窮春)
5877,벡-세,살 빛과 털이 흰 사람
2806,벡-토란,백도라지
4711,벡돗,흰 돼지
4674,벡마,흰 말
3225,벡문동,천문동
2683,벡번,백반(白礬)
5984,벡성,백성(百姓)
2752,벡일홍,배롱나무꽃
5983,벡젱-이,⇒목쟁이
4885,벡조,⇒금벡조
4884,벡조-또,서울에 있다는 신 이름
4883,벡조-할망,알송당의 당신. ‘소천국’의 아내되는 신 이름 (뒤에 이혼하였음)
6159,벡주-방낮,⇒방낮
3725,벡토,새벽
2751,벡합이-고장,나리꽃
2182,벤리,⇒벤(변리)
2181,벤멩,변명(辯明)
3724,벤소,변소
4994,벤줄fp,구멍 뚫는 따비의 한가지
5876,벤추-쟁이,눈병장이
6379,벨,#NAME?
2180,벨-거,별것
2176,벨-소리,별소리
2174,벨-일,별일
5874,벨-짜,보통이 아닌 사람
2179,벨고,별고(別告)
4425,벨근쟁이,#NAME?
4511,벨긴쟁이,⇒벨근쟁이
1320,벨꽃,개불알풀
341,벨나다," 별나다, 보통이 아니다."
2178,벨떼기,언행이 배때벗은 것
5982,벨떼깃-군,왈가닥패
340,벨라지다,바라지다.
514,벨라지다,속이 드러나게 열리다.
5875,벨락-쉬,까부는 사람의 별칭
2750,벨래기,청미래덩굴 열매
5981,벨래기,⇒눈벨래기
3224,벨래기-낭,⇒멩게낭
1199,벨롱겡이,"일 년 동안 집안의 행운을 비는 굿의 명칭
"
513,벨르다,속이 드러나게 열다.
2177,벨멩,=벨히. 별명(別名). 별호(別號)
3521,벨미,(別味). 별식(別食)
2175,벨안간,별안간
808,벨진-마루,"별도로 진을 치고 방어했다는 동산
"
2173,벨착,퍅
6283,벨파진,땅이름 (Byeogpajin. 碧波津)
139,벨호게,별다르게
339,벨호다,별다르다.
2172,벨히,⇒벨멩
6378,벳,볕
5083,벳,볏
5980,벳-동세,같은 배를 타는 사람
5400,벳-바위,뱃전
3947,벳-버줌,⇒군버줌
3946,벳-부기,⇒베야쟁이
3374,벳-짐,배 짐
4993,벳-칼,①장기에 볏을 붙이는 두 낱의 나무조각. ②볏에 붙은 흙을 떼는 나무칼
4992,벳-톨레,장기에 볏을 붙이는 긴 막대기
512,벳기다,벗기다.
1412,벳대왓,배의 돗대처럼 길쭉한 밭
3948,벳도롱-줄,#NAME?
3945,벵,#NAME?
5399,벵,#NAME?
5398,벵-부리,병부리(甁口)
5873,벵-주셍이,병꾸러기
904,벵곳오름,"병꽃풀이 있어 유래한 이름으로 추정
"
2749,벵귤,병귤(甁橘). 병 모양의 귤
