,name,contents
1111,곳띠물,"언덕위에서 물이난다 하여 붙여진 이름
"
1593,까-먹다,나이를 먹다. 이기다
1596,까끄(깎으)다(으변),깎다
913,까끄레기,"마소를 방목한다는 말인 고끄레 간다는데서 연유함
"
1595,까닥-거리다,#NAME?
1594,까들락-거리다,⇒까닥거리다
1592,까불리다,까불다
2654,까치,가치(價値)
3450,깍,신의 총
2652,깍,끝(末)
3449,깍-띠,각띠
3602,깍데기,깍두기
209,깜째기,갑재기=깝재기. 갑자기
2645,깝,값
208,깨,꽤
4089,꺼럭,#NAME?
2965,꺽죽,#NAME?
2621,껀,건(件)
4086,껄,⇒꺼럭
2962,껍죽,⇒꺽죽
2609,께,①물건의 남저지. 흔적. ②다발의 끈
1532,께다1,깨다(醒)
1531,께다2,패다(割木)
1530,께수다,뚫어 들어가다. 스미다 (透浸)
1529,께우다1,깨우다
1528,께우다2,알을 까다(孵化)
4957,꼬녀,⇒고니
1514,꼬들부다,일을 밝히다
2599,꼬락지,꼬락서니
1513,꼬주다,①꽂다. ②배가 찌르듯 앓다
2776,꼭-감,곶감
4956,꼰,⇒고니
5042,꼰저,⇒고니
1508,꼴-성그리다,#NAME?
4074,꼴랑지,#NAME?
4073,꼴랭-이,⇒꼴랑지
4072,꼴리,⇒꼴랑지
784,꼼장이,"잘 보이지 않는 고망논이라는 뜻
"
4221,꼼치,#NAME?
2837,꼼치,머위(먹는 것)
4068,꼽새-등,⇒고부랭이
2775,꼿-동지,꽃봉오리
2155,꼿봉오지,꽃봉오리
4067,꽝,#NAME?
4219,꽝-낭,⇒개꽝낭
2773,꽝-베,똘배
1257,꽝낭,꽝꽝나무
5611,꽝맹이,꽝매기
4302,꽝베-낭,#NAME?
4218,꽤,참께
4301,꾀-꽝낭,쥐똥나무
6085,꾀-다리,꾀보. 꾀자기
1495,꾀우다,‘괴우다’의 센말
1494,꾀이다,꼬이다
1481,꾸러박아-지다,‘구러박아지다’의 센말
1480,꾸적-이다,무른것을 이겨 뒤섞다
4294,꿀,#NAME?
4059,꿈,#NAME?
1477,꿈-보다,꿈꾸다
791,꿩-망-동산,"꿩몰이 사냥을 할 때 꿩의 위치를 살피는 동산
"
4206,꿩-발,파드득나물
4814,꿩-빙애기,께병이. 주리끼
4292,꿩-조,꿩의 밥
1469,뀌다1,꿈꾸다
1468,뀌다2,꿰다(實)
1467,뀌다3,①빚다. ②흙을 이기다
1457,끄리다,꾸리다
1283,끅정당,계요등
5585,끌-마께,끌방망이
2430,끌러기,#NAME?
5587,끌럭지,#NAME?
2429,끌럭지,⇒끌러기
5586,끌레기,⇒끌럭지
2426,끔-줄,금줄
2425,끔치,새끼
2421,끗-갱이,⇒긋갱이
2420,끗-댕이,⇒긋갱이
1450,끗-모치다,끝마감하다
1449,끗-뽈다(ㄹ변),끝빨다
1451,끗다,끌다. 껄다
1448,끙-물다(ㄹ변),힘차게 물다
1438,끼각-거리다,찌걱거리다
